id,first_seen,file_type
cdn-141.anonfiles.com/b1e0nfwbo2/f7bd7b6e-1600516578/covid.zip,2020-09-19T11:52:52+00:00,URL
cdn-31.anonfiles.com/b1e0nfwbo2/1b5b14c3-1600516795/covid.zip,2020-09-19T11:51:51+00:00,URL
cdn-101.anonfiles.com/b1e0nfwbo2/50fb007c-1600516099/covid.zip,2020-09-19T11:49:48+00:00,URL
cdn.discordapp.com/attachments/647719276161269774/756825872496984124/covid.zip,2020-09-19T11:45:45+00:00,URL
cdn-105.anonfiles.com/b1e0nfwbo2/ffed1dc8-1600515042/covid.zip,2020-09-19T11:41:37+00:00,URL
cdn-114.anonfiles.com/b1e0nfwbo2/12e5f9e2-1600515992/covid.zip,2020-09-19T11:38:36+00:00,URL
cdn-35.anonfiles.com/b1e0nfwbo2/64f69240-1600515888/covid.zip,2020-09-19T11:35:50+00:00,URL
cdn-103.anonfiles.com/b1e0nfwbo2/2a93ebac-1600514794/covid.zip,2020-09-19T11:28:45+00:00,URL
cdn-110.anonfiles.com/b1e0nfwbo2/0a338369-1600514375/covid.zip,2020-09-19T11:24:48+00:00,URL
cdn-117.anonfiles.com/b1e0nfwbo2/b5711fe8-1600512946/covid.zip,2020-09-19T10:57:42+00:00,URL
cdn-35.anonfiles.com/b1e0nfwbo2/b5711fe8-1600512946/covid.zip,2020-09-19T10:57:37+00:00,URL
cdn-141.anonfiles.com/b1e0nfwbo2/12ccfcfb-1600510937/covid.zip,2020-09-19T10:13:45+00:00,URL
cdn-33.anonfiles.com/b1e0nfwbo2/5ecc9c19-1600509644/covid.zip,2020-09-19T10:02:41+00:00,URL
cdn-32.anonfiles.com/b1e0nfwbo2/0aa625dc-1600509899/covid.zip,2020-09-19T09:58:36+00:00,URL
cdn-109.anonfiles.com/b1e0nfwbo2/e57f2f30-1600457073/covid.zip,2020-09-19T09:46:48+00:00,URL
coronavirus.dentist,2020-09-19T08:18:05+00:00,URL
drawkof.19covidd.com,2020-09-19T08:16:17+00:00,URL
cdn-115.anonfiles.com/b1e0nfwbo2/3099ed2c-1600502701/covid.zip,2020-09-19T08:06:44+00:00,URL
