id,first_seen,file_type
ns1.ns2.ns1.murray.beatcovid19together.com,2020-06-28T20:48:43+00:00,URL
ns1.ns1.ns2.ns1.ns1.ullman.beatcovid19together.com,2020-06-28T20:48:14+00:00,URL
ns1.ns1.ns2.ns1.ns1.murray.beatcovid19together.com,2020-06-28T20:48:04+00:00,URL
ns1.ns1.ns1.ullman.beatcovid19together.com,2020-06-28T20:47:27+00:00,URL
ns1.ns1.ns2.ns2.ns1.ullman.beatcovid19together.com,2020-06-28T20:47:21+00:00,URL
ns1.ns2.ns1.ns2.ns1.ullman.beatcovid19together.com,2020-06-28T20:47:07+00:00,URL
ns1.ns2.ns2.ns1.ullman.beatcovid19together.com,2020-06-28T20:46:04+00:00,URL
ns1.ns2.ns1.ullman.beatcovid19together.com,2020-06-28T20:45:38+00:00,URL
ns1.ns2.ns2.ns1.murray.beatcovid19together.com,2020-06-28T20:45:19+00:00,URL
ns1.ns2.ns1.ns1.murray.beatcovid19together.com,2020-06-28T20:44:39+00:00,URL
