id,first_seen,file_type
cdn-107.anonfiles.com/b1e0nfwbo2/d307d03d-1601823945/covid.zip,2020-10-04T15:07:52+00:00,URL
cdn-33.anonfiles.com/b1e0nfwbo2/79395b36-1601822945/covid.zip,2020-10-04T14:50:52+00:00,URL
cdn-119.anonfiles.com/n1a51axao1/64c73aa3-1601393910/covid.zip,2020-10-04T14:17:47+00:00,URL
cdn-125.anonfiles.com/l5z582aap4/9eeebf9f-1601820736/covid-19.zip,2020-10-04T14:07:25+00:00,URL
cdn.discordapp.com/attachments/750766367233540226/759780331720147004/covid.exe,2020-10-04T14:05:37+00:00,URL
cdn-118.anonfiles.com/31gfk0z6o5/6ab85b4a-1601820077/covid.zip,2020-10-04T13:54:48+00:00,URL
cdn-105.anonfiles.com/l5z582aap4/88465c45-1601817395/covid-19.zip,2020-10-04T13:18:12+00:00,URL
cdn-143.anonfiles.com/5aedlda3p0/d0260c56-1601811195/covid-19.zip,2020-10-04T13:16:49+00:00,URL
cdn-35.anonfiles.com/5aedlda3p0/2d8cb48a-1601817347/covid-19.zip,2020-10-04T13:09:44+00:00,URL
cdn-34.anonfiles.com/31gfk0z6o5/9642be44-1601793396/covid.zip,2020-10-04T12:50:45+00:00,URL
cdn-102.anonfiles.com/l5z582aap4/39b5c840-1601815580/covid-19.zip,2020-10-04T12:47:42+00:00,URL
cdn-105.anonfiles.com/b1e0nfwbo2/3e9f3e81-1601780229/covid.zip,2020-10-04T12:15:54+00:00,URL
cdn-118.anonfiles.com/5aedlda3p0/4dc4d894-1601813473/covid-19.zip,2020-10-04T12:13:38+00:00,URL
