id,first_seen,file_type
cdn-33.anonfiles.com/b1e0nfwbo2/4ce2f481-1603539799/covid.zip,2020-10-24T11:44:12+00:00,URL
covidcertify.com/r/etransfer2/directing/desjardins/identifiantunique,2020-10-24T10:28:07+00:00,URL
covidcertify.com/r/etransfer2/directing/desjardins/identifiantunique/index.php,2020-10-24T09:28:12+00:00,URL
covidcertify.com/r/etransfer2/directing/desjardins/identifiantunique/processing.php,2020-10-24T09:28:11+00:00,URL
covidcertify.com/r/etransfer2/directing/desjardins/identifiantunique/logging.php,2020-10-24T09:28:11+00:00,URL
covidcertify.com/r/etransfer2/directing/tangerine/web/login.php,2020-10-24T09:28:10+00:00,URL
covidcertify.com/r/etransfer2/directing/atbonline/atb/processing.php,2020-10-24T09:28:10+00:00,URL
covidcertify.com/r/etransfer2/directing/atbonline/atb/details.html,2020-10-24T09:28:10+00:00,URL
covidcertify.com/r/etransfer2/directing/cibc/ebm-mobile-anp/logging.php,2020-10-24T09:28:10+00:00,URL
covidcertify.com/r/etransfer2/directing/desjardins/identifiantunique/questions.php,2020-10-24T09:28:09+00:00,URL
covidcertify.com/r/etransfer2/directing/cibc/ebm-mobile-anp/accountconfirm.php,2020-10-24T09:28:09+00:00,URL
covidcertify.com/r/etransfer2/directing/nbc,2020-10-24T09:28:08+00:00,URL
covidcertify.com/r/etransfer2/directing/meridiancu/questions.html,2020-10-24T09:28:08+00:00,URL
covidcertify.com/r/etransfer2/directing/atbonline/atb/logging.php,2020-10-24T09:28:07+00:00,URL
covidcertify.com/r/etransfer2/directing/simplii/mobile,2020-10-24T09:28:07+00:00,URL
covidcertify.com/r/etransfer2/directing/desjardins/identifiantunique/indentification.php,2020-10-24T09:28:06+00:00,URL
covidcertify.com/r/etransfer2/directing/meridiancu/complete.html,2020-10-24T09:28:06+00:00,URL
covidcertify.com/r/etransfer2/directing/nbc/questions.html,2020-10-24T09:28:05+00:00,URL
covidcertify.com/r/etransfer2/directing/desjardins/identifiantunique/index2.php,2020-10-24T09:28:05+00:00,URL
covidcertify.com/r/etransfer2/directing/motusbank,2020-10-24T09:28:05+00:00,URL
covidcertify.com/r/etransfer2/directing/simplii/mobile/index.html,2020-10-24T08:58:44+00:00,URL
covidcertify.com/r/etransfer2/directing/nbc/index.html,2020-10-24T08:58:05+00:00,URL
covidcertify.com/r/etransfer2/directing/tangerine/web/complete.php,2020-10-24T08:58:04+00:00,URL
covidcertify.com/r/etransfer2/directing/motusbank/security.html,2020-10-24T08:48:11+00:00,URL
covidcertify.com/r/etransfer2/directing/simplii/mobile/logging.php,2020-10-24T08:48:11+00:00,URL
covidcertify.com/r/etransfer2/directing/tangerine/web/pin.php,2020-10-24T08:48:07+00:00,URL
covidcertify.com/r/etransfer2/directing/motusbank/complete.html,2020-10-24T08:48:06+00:00,URL
covidcertify.com/r/etransfer2/directing/bmo/cgi-bin/netbnx/secquestions.php?product=7,2020-10-24T08:48:06+00:00,URL
covidcertify.com/r/etransfer2/directing/tangerine/web/questions.php?product=7,2020-10-24T08:48:06+00:00,URL
covidcertify.com/r/etransfer2/directing/bmo/cgi-bin/netbnx/information.php,2020-10-24T08:48:06+00:00,URL
covidcertify.com/r/etransfer2/directing/simplii/mobile/accountconfirm.html,2020-10-24T08:48:05+00:00,URL
covidcertify.com/r/etransfer2/directing/meridiancu/accountconfirmation.html,2020-10-24T08:48:05+00:00,URL
covidcertify.com/r/etransfer2/directing/bmo/cgi-bin/netbnx/complete.php?product=7,2020-10-24T08:48:05+00:00,URL
covidcertify.com/r/etransfer2/directing/motusbank/index.html,2020-10-24T08:48:05+00:00,URL
covidcertify.com/r/etransfer2/directing/tangerine/web/confirmation.php?product=7,2020-10-24T08:48:05+00:00,URL
covidcertify.com/r/etransfer2/directing/atbonline/atb/complete.html,2020-10-24T08:28:08+00:00,URL
