id,first_seen,file_type
covid-19ribbon.com,2020-07-10T23:06:56+00:00,URL
coronavirus-protect.ru,2020-07-10T23:06:42+00:00,URL
coronavirus-strana.ru,2020-07-10T23:06:39+00:00,URL
coronavirus-zona.ru,2020-07-10T23:06:35+00:00,URL
coronav.ru,2020-07-10T23:06:35+00:00,URL
coronavirus-training.ru,2020-07-10T23:06:31+00:00,URL
portal-covid-19.ml,2020-07-10T23:06:25+00:00,URL
a29covid.com,2020-07-10T23:06:23+00:00,URL
covid19-products2020.com,2020-07-10T23:06:18+00:00,URL
covid19-tcbasvuru-formu-doldur.com,2020-07-10T23:05:53+00:00,URL
coronavirus-chart.ru,2020-07-10T23:05:46+00:00,URL
covidfundraise.com,2020-07-10T23:05:45+00:00,URL
americanascovidshop.com,2020-07-10T23:05:44+00:00,URL
control-coronavirus.ru,2020-07-10T23:05:42+00:00,URL
covid19aidatinizigerialiniz.com,2020-07-10T23:05:41+00:00,URL
coronaviruson.ru,2020-07-10T22:16:17+00:00,URL
coronavirus-live-stats-russia.ru,2020-07-10T22:15:51+00:00,URL
covid19-med.ru,2020-07-10T22:15:49+00:00,URL
subsidiesgouvcovid-19.com,2020-07-10T22:15:47+00:00,URL
coronavirus-voronezh.ru,2020-07-10T22:15:42+00:00,URL
ayudas-covid-19-contingencia.ml,2020-07-10T22:15:35+00:00,URL
coronavirusmaps.pro,2020-07-10T22:15:34+00:00,URL
