id,first_seen,file_type
amazon-update-for-covid19.gleeze.com,2020-06-15T03:18:49+00:00,URL
amazon-aktualisieren-covid-19.gleeze.com,2020-06-15T03:18:48+00:00,URL
covid19qc.ca,2020-06-15T03:18:46+00:00,URL
infocovid19.apakahharusend.net,2020-06-15T03:18:43+00:00,URL
amazon-date-for-covid-19.theworkpc.com,2020-06-15T03:18:43+00:00,URL
amazon-date-for-covid-19.gleeze.com,2020-06-15T03:18:33+00:00,URL
amazon-updatefor-covid19.gleeze.com,2020-06-15T03:18:30+00:00,URL
cpanel.coronavirusbusinessloans.com,2020-06-15T03:17:01+00:00,URL
covid-19protectionsupplies.com/cart,2020-06-15T03:16:21+00:00,URL
ayurvedajeevan.in/adds/covid-19/invoice/toda/index.php/js/css/css/css/css/css/office.php,2020-06-15T00:24:22+00:00,URL
ayurvedajeevan.in/adds/covid-19/invoice/toda/index.php/mail.txt,2020-06-15T00:24:08+00:00,URL
grupwhatsapp.19covidd.com,2020-06-15T00:23:17+00:00,URL
