id,first_seen,file_type
covid-19-canada.com,2020-11-11T14:30:34+00:00,URL
petrotech.co/covid/34.237.113.1134163,2020-11-11T14:21:43+00:00,URL
netflixbrazilcovid.com,2020-11-11T14:19:42+00:00,URL
secur-accountportal-logintomyacc-covid-19.ooguy.com/ripneigh/secure-banking,2020-11-11T14:18:56+00:00,URL
cpcalendars.applestorenetflixpaymentsupdatecovid2020.theworkpc.com,2020-11-11T14:18:44+00:00,URL
rogers-covid-19.site/directing/www.bmo.com,2020-11-11T14:15:09+00:00,URL
cdn-31.anonfiles.com/b1e0nfwbo2/be83b067-1605103071/covid.zip,2020-11-11T13:51:15+00:00,URL
cdn-31.anonfiles.com/t9leo0h7pd/d95d0e83-1605100334/covid.zip,2020-11-11T13:10:39+00:00,URL
cdn-143.anonfiles.com/1a9fq3d5pe/a103f41f-1605097568/covid-19.zip,2020-11-11T12:21:13+00:00,URL
tewinteractive.com/covidapprove/attachment%20name%2020200408_2049.pdf.html,2020-11-11T12:03:12+00:00,URL
kindapal.com/covidapprove/attachment%20name%2020200408_2049.pdf.html,2020-11-11T12:02:24+00:00,URL
