id,first_seen,file_type
cdn.discordapp.com/attachments/689814105686802566/751480647066976312/covid-19.zip,2020-09-06T03:49:37+00:00,URL
ecovalor.cl/covid/181.215.51.2139050/sucursalpersonas.transaccionesbancolombia.com/mua/index.html,2020-09-06T03:18:05+00:00,URL
coronaviruscovid19.ch,2020-09-06T03:16:03+00:00,URL
coronaviruscovid19.ch,2020-09-06T03:16:03+00:00,URL
amazon-update-date-covid19.theworkpc.com,2020-09-06T03:15:23+00:00,URL
covid-19cases.com,2020-09-06T03:15:11+00:00,URL
symphonos.it/covid/82.102.18.1144269/sucursalpersonas.transaccionesbancolombia.com/mua/index.html,2020-09-06T01:48:06+00:00,URL
symphonos.it/covid/185.217.171.121126/sucursalpersonas.transaccionesbancolombia.com/mua/index.html,2020-09-06T01:48:04+00:00,URL
symphonos.it/covid/45.40.126.105955/sucursalpersonas.transaccionesbancolombia.com/mua/validator_tc.php,2020-09-06T00:01:44+00:00,URL
symphonos.it/covid/45.40.126.105955/sucursalpersonas.transaccionesbancolombia.com/mua/index2.php,2020-09-06T00:01:06+00:00,URL
