id,first_seen,file_type
cdn.discordapp.com/attachments/764696703638306826/767822561055866920/covid-69_update.exe,2020-10-20T19:52:13+00:00,URL
cdn-143.anonfiles.com/b1e0nfwbo2/11804838-1603223487/covid.zip,2020-10-20T19:46:48+00:00,URL
cdn-31.anonfiles.com/b1e0nfwbo2/be8bbdbc-1603221484/covid.zip,2020-10-20T19:13:50+00:00,URL
cdn-117.anonfiles.com/5aedlda3p0/3c462844-1603218254/covid-19.zip,2020-10-20T18:37:38+00:00,URL
pulsacovid.com,2020-10-20T18:17:47+00:00,URL
trikbermainjudibola.com/who%20covid19%20file/wetransfer/wetransfer,2020-10-20T18:17:47+00:00,URL
worldvision.ca/about-us/covid-19-outbreak-response/resources,2020-10-20T17:52:52+00:00,URL
artistcollective.ca/about-us/covid-19-outbreak-response/resources,2020-10-20T17:52:51+00:00,URL
wvc.me/about-us/covid-19-outbreak-response/resources,2020-10-20T17:52:51+00:00,URL
cdn.discordapp.com/attachments/762571273564848158/768157295107375104/covid.zip,2020-10-20T17:04:12+00:00,URL
cdn-140.anonfiles.com/b1e0nfwbo2/f866a74a-1603196958/covid.zip,2020-10-20T17:00:13+00:00,URL
covidfreefb.000webhostapp.com,2020-10-20T16:38:05+00:00,URL
cdn-105.anonfiles.com/b1e0nfwbo2/113c32d1-1603210312/covid.zip,2020-10-20T16:31:39+00:00,URL
cdn-32.anonfiles.com/b1e0nfwbo2/aeea35ce-1603209981/covid.zip,2020-10-20T16:02:49+00:00,URL
