id,first_seen,file_type
cdn-112.anonfiles.com/1a9fq3d5pe/f50d29ea-1602242411/covid-19.zip,2020-10-09T11:13:48+00:00,URL
cdn-115.anonfiles.com/31gfk0z6o5/92627d4d-1602241588/covid.zip,2020-10-09T11:12:49+00:00,URL
cdn-35.anonfiles.com/l5z582aap4/c5199633-1602236876/covid-19.zip,2020-10-09T11:09:51+00:00,URL
server1.dosya.co/cgi-bin/azcl9.cgi/2efjztve6gffo35nldxrqqr5ndba47fdboe2k3ckii/covid.zip,2020-10-09T10:37:55+00:00,URL
configuradoryoigoempresas.com/covidapprove/attachment%20name%2020200408_2049.pdf.html,2020-10-09T10:28:05+00:00,URL
karpatenwolle.de/wp-content/plugins/plug1/covidapprove/attachment%20name%2020200408_2049.pdf.html,2020-10-09T10:28:05+00:00,URL
adsennials.com/covidapprove/attachment%20name%2020200408_2049.pdf.html,2020-10-09T09:28:04+00:00,URL
cdn.discordapp.com/attachments/757875930587987989/763693222895288340/covid-19.zip,2020-10-09T08:44:36+00:00,URL
cdn-107.anonfiles.com/b1e0nfwbo2/f5bb0fbd-1601779354/covid.zip,2020-10-09T08:39:48+00:00,URL
cdn.discordapp.com/attachments/604428972046024839/764030300661219328/covid_2.exe,2020-10-09T08:20:37+00:00,URL
coronavirussurvivor.global/wp-includes/js/jquery/ui/datepicker.min.js,2020-10-09T08:18:49+00:00,URL
