id,first_seen,file_type
app-covid-schnelltestzentrum-de.ga,2021-06-18T03:55:30+00:00,URL
dfwcovidvaxresource.webnode.com,2021-06-18T03:53:59+00:00,URL
covidrentrelief.alleghenycounty.us,2021-06-18T03:36:13+00:00,URL
covid1956.webnode.com,2021-06-18T03:29:52+00:00,URL
livecovidindia.24.gp,2021-06-18T03:27:54+00:00,URL
beatcoronavirus.info,2021-06-18T03:27:39+00:00,URL
cra-covid19.cloud,2021-06-18T03:23:10+00:00,URL
covid.sigamoz.co.mz,2021-06-18T03:16:40+00:00,URL
covid19.iirsi.com,2021-06-18T02:17:59+00:00,URL
coronavirusdonationsupportfund.eu.nu,2021-06-18T01:59:26+00:00,URL
admin-covid19.konaweselatankab.go.id,2021-06-18T01:57:53+00:00,URL
covid.jknhm.com,2021-06-18T01:56:10+00:00,URL
gethappy.app.link,2021-06-18T01:44:36+00:00,URL
covid19paymentslipdoc.yolasite.com,2021-06-18T01:37:02+00:00,URL
bulksms.covid19testezvous.com,2021-06-18T00:56:24+00:00,URL
worldwide.covid19tracker2021.ml,2021-06-18T00:49:06+00:00,URL
bien-etre-pendant-la-pandemie-covid-19.webnode.com,2021-06-18T00:24:15+00:00,URL
fleetsync.co.za,2021-06-18T00:13:33+00:00,URL
