id,first_seen,file_type
webdisk.covid19-pronetplus.yj.fr,2020-07-27T22:18:20+00:00,URL
cpcalendars.covid19-realtime.com,2020-07-27T22:18:19+00:00,URL
mail.covid19-realtime.com,2020-07-27T22:18:18+00:00,URL
coronavirustestkit.co.uk,2020-07-27T22:18:09+00:00,URL
cpcontacts.coronavirus24.ru,2020-07-27T22:16:52+00:00,URL
coronavirus-schutzimpfung.de,2020-07-27T22:16:52+00:00,URL
invalid-devices.covid2019live.org,2020-07-27T22:15:31+00:00,URL
securityirc-dashboard-covid19-sign-in.duckdns.org/?apsignin,2020-07-27T21:28:58+00:00,URL
securityirc-dashboard-covid19-sign-in.duckdns.org/account?view=login&appidkey=0c8660d5d573e3d&country=us,2020-07-27T21:28:26+00:00,URL
ttb.org.tr/kutuphane/covid19-rapor_4.pdf,2020-07-27T21:22:49+00:00,URL
