id,first_seen,file_type
tonuscocampestre.com/covid/181.135.109.618419/sucursalpersonas.transaccionesbancolombia.com/mua/index.html,2020-09-16T15:28:22+00:00,URL
tonuscocampestre.com/covid/181.135.109.618419/sucursalpersonas.transaccionesbancolombia.com/mua,2020-09-16T15:28:18+00:00,URL
cdn-103.anonfiles.com/nfd3n0teoa/bd9544f1-1600267371/covid-19.zip,2020-09-16T14:35:41+00:00,URL
cdn.discordapp.com/attachments/752202428207595710/755794597388484748/covid-19.zip,2020-09-16T14:19:54+00:00,URL
cdn-116.anonfiles.com/nfd3n0teoa/a613a01a-1600257143/covid-19.zip,2020-09-16T14:12:45+00:00,URL
tonuscocampestre.com/covid/186.154.88.1341709/sucursalpersonas.transaccionesbancolombia.com/mua/index.html,2020-09-16T13:58:18+00:00,URL
cdn.discordapp.com/attachments/752204658566496298/755774090635247656/covid-19_1.zip,2020-09-16T13:40:39+00:00,URL
mecknc.gov/news/covid19%20toolkit/eradication%20services%20companies%20in%20north%20carolina.pdf,2020-09-16T13:35:36+00:00,URL
hantemizlik.net/covid,2020-09-16T13:26:49+00:00,URL
tonuscocampestre.com/covid/191.95.33.25826/sucursalpersonas.transaccionesbancolombia.com/mua,2020-09-16T12:58:06+00:00,URL
tonuscocampestre.com/covid/191.95.33.25826/sucursalpersonas.transaccionesbancolombia.com/mua/index.html,2020-09-16T12:58:06+00:00,URL
cdn-32.anonfiles.com/nfd3n0teoa/b88f6d29-1599862817/covid-19.zip,2020-09-16T12:54:42+00:00,URL
tonuscocampestre.com/covid/186.148.184.194961/sucursalpersonas.transaccionesbancolombia.com/mua/index.html,2020-09-16T12:38:15+00:00,URL
tonuscocampestre.com/covid/186.148.184.194961/sucursalpersonas.transaccionesbancolombia.com/mua,2020-09-16T12:38:05+00:00,URL
opendocs.ids.ac.uk/opendocs/bitstream/handle/20.500.12413/15625/ei35_covid-19%20and%20social%20development.pdf,2020-09-16T12:31:50+00:00,URL
covid19.min-saude.pt/wp-content/uploads/2020/09/20200916_lab.referenciados.pdf,2020-09-16T12:13:17+00:00,URL
tonuscocampestre.com/covid/181.51.32.1689064/sucursalpersonas.transaccionesbancolombia.com/mua/index.html,2020-09-16T12:08:06+00:00,URL
