id,first_seen,file_type
australicovid19.com,2020-06-04T09:31:18+00:00,URL
stopcoronavirustoday.com,2020-06-04T09:30:24+00:00,URL
karta-covid19.ru,2020-06-04T09:29:50+00:00,URL
blindaje-seguro.ayudacoronavirus.a2hosted.com,2020-06-04T09:22:12+00:00,URL
cpcalendars.covid19hilfe.com,2020-06-04T09:22:07+00:00,URL
ore1secure.covid19mascarillasymas.com,2020-06-04T09:20:42+00:00,URL
tt-uber.com/covid-19,2020-06-04T09:20:38+00:00,URL
cpcalendars.apple-mask-covid19.live,2020-06-04T08:50:08+00:00,URL
luzalfinal.juntoscontracoronavirus.com,2020-06-04T08:50:06+00:00,URL
webdisk.juntoscontracoronavirus.com,2020-06-04T08:50:04+00:00,URL
webmail.coronavirus24horas.com,2020-06-04T08:48:53+00:00,URL
mycoronavirus.ru,2020-06-04T08:48:05+00:00,URL
mail.juntoscontracoronavirus.com,2020-06-04T08:47:59+00:00,URL
covid19legalconsulting.ru,2020-06-04T08:47:36+00:00,URL
cpcalendars.coronavirus24horas.com,2020-06-04T08:46:02+00:00,URL
covid19win.ru,2020-06-04T08:46:00+00:00,URL
webdisk.apple-mask-covid19.live,2020-06-04T08:45:58+00:00,URL
webmail.covid19voip.com,2020-06-04T08:43:22+00:00,URL
covid19quarantin.com,2020-06-04T08:42:54+00:00,URL
