id,first_seen,file_type
samcovideocom.shaxiabuy.top,2020-08-01T03:15:52+00:00,URL
samcovideocom.baerseventelephone.top,2020-08-01T03:15:51+00:00,URL
mail.covid19-medecinechinoise.ch,2020-08-01T03:15:44+00:00,URL
localhost.covid19livenewsupdate.com,2020-08-01T03:15:43+00:00,URL
cpcalendars.securehost-verify09-amazon-portal-covid19.kozow.com,2020-08-01T03:15:40+00:00,URL
domain.domain.domain.domain.domain.domain.domain.www.ecovideoca.nckieducation.gdn,2020-08-01T03:15:23+00:00,URL
domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.www.covidainsurancecom.shaxiaarea.top,2020-08-01T03:15:22+00:00,URL
domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.www.covidainsurancecom.shaxiaarea.top,2020-08-01T03:15:22+00:00,URL
domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.www.covidainsurancecom.shaxiaarea.top,2020-08-01T03:15:22+00:00,URL
domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.www.covidainsurancecom.shaxiaarea.top,2020-08-01T03:15:22+00:00,URL
domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.www.covidainsurancecom.shaxiaarea.top,2020-08-01T03:15:22+00:00,URL
domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.www.covidainsurancecom.shaxiaarea.top,2020-08-01T03:15:22+00:00,URL
domain.domain.domain.domain.www.covidainsurancecom.shaxiaarea.top,2020-08-01T03:15:22+00:00,URL
domain.domain.domain.domain.domain.domain.domain.domain.www.covidainsurancecom.shaxiaarea.top,2020-08-01T03:15:22+00:00,URL
domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.www.covidainsurancecom.shaxiaarea.top,2020-08-01T03:15:22+00:00,URL
covid19-pandemidestek.com,2020-08-01T03:15:07+00:00,URL
