id,first_seen,file_type
covidhilfe.com,2020-09-03T03:17:05+00:00,URL
uodskemybluehostme.covid19courtesy.com,2020-09-03T03:16:53+00:00,URL
cpcontacts.cremec-covid-19.com.br,2020-09-03T03:16:39+00:00,URL
covid19liveinfo.rubymega.com,2020-09-03T03:16:32+00:00,URL
covid19-broadcast.onrender.com,2020-09-03T03:16:27+00:00,URL
myaccount.covid-19-refund.org,2020-09-03T03:16:26+00:00,URL
covid-19.jillycunningham.com,2020-09-03T03:16:11+00:00,URL
peduli-covid19.com,2020-09-03T03:16:06+00:00,URL
incubatorfreefire.19covidd.com,2020-09-03T03:15:57+00:00,URL
eventpubgs14.19covidd.com,2020-09-03T03:15:57+00:00,URL
amazon-updates-sync-covid19.giize.com,2020-09-03T03:15:57+00:00,URL
covid19-fr-gov.azurewebsites.net,2020-09-03T03:15:54+00:00,URL
jrholland.covid19-updates.co.uk,2020-09-03T03:15:44+00:00,URL
cpcontacts.stopcoronavirustoday.com,2020-09-03T03:15:44+00:00,URL
covid-19-coronavirus.tools,2020-09-03T03:15:13+00:00,URL
covid-19-coronavirus.tools,2020-09-03T03:15:13+00:00,URL
cdn.discordapp.com/attachments/749249703454965760/750895666917539901/covid-19.zip,2020-09-03T02:23:54+00:00,URL
deenveloppenfabriek.nl/covid/186.87.8.236413/sucursalpersonas.transaccionesbancolombia.com/mua,2020-09-03T01:48:04+00:00,URL
cdn.discordapp.com/attachments/744917510868172880/744917583123447808/covid-19.zip,2020-09-03T01:24:55+00:00,URL
deenveloppenfabriek.nl/covid,2020-09-03T00:48:08+00:00,URL
deenveloppenfabriek.nl/covid/191.102.222.1862022/sucursalpersonas.transaccionesbancolombia.com/mua/index.html,2020-09-03T00:48:07+00:00,URL
cdn.discordapp.com/attachments/748826565189566485/750872350680940544/covid-19.exe,2020-09-03T00:31:37+00:00,URL
nas.waclan.site/fsdownload/hkd7v3n2o/covid-19.7z,2020-09-03T00:08:55+00:00,URL
dapurcovid19.com.websitebuilder.exabytesdemo.com,2020-09-03T00:01:33+00:00,URL
