id,first_seen,file_type
applestorenetflixpaymentsupdatecovid2020.theworkpc.com/login.php?sslchannel=true&sessionid=xhs6rdwgwr1q8cfvz1impvq9ntflgaiodfdzjzbaz3pkxjlb2hglzdqropwdtvkwyjk9633iewzkdjym,2020-08-18T19:10:04+00:00,URL
tintuccovidmoinhat.ga,2020-08-18T18:58:46+00:00,URL
tintuccovidmoinhat.gq,2020-08-18T18:58:45+00:00,URL
tintuccovidmoinhat.cf,2020-08-18T18:58:44+00:00,URL
cpcontacts.service-amazon-update-date-covid2020.giize.com,2020-08-18T18:58:35+00:00,URL
covidcrazeemask.com,2020-08-18T18:51:52+00:00,URL
cpcontacts.account-amazon-update-covid19.giize.com,2020-08-18T18:37:03+00:00,URL
cpcalendars.account-amazon-update-covid19.giize.com,2020-08-18T18:37:03+00:00,URL
nocovid-19.ru,2020-08-18T18:37:01+00:00,URL
cdn.discordapp.com/attachments/409776335469281281/745333560885379112/covid-19.exe,2020-08-18T17:32:34+00:00,URL
applestorenetflixpaymentsupdatecovid2020.theworkpc.com/_,2020-08-18T17:08:37+00:00,URL
cdn-118.anonfiles.com/lav3gen1o8/9890433d-1597760378/covid-19.zip,2020-08-18T16:30:30+00:00,URL
fb-covidsupport.ml,2020-08-18T16:11:30+00:00,URL
covidseasonsloafbed.com/worldscope/onedrive-rd38,2020-08-18T16:09:09+00:00,URL
cgateu01mc.storage-gmx.net/cgate-mc/rest/document/os-live-mc/153772642816498212/877515028847133317/nx-8135%20medical%20report%20covid-19.doc,2020-08-18T16:05:43+00:00,URL
