id,first_seen,file_type
server1.dosya.co/cgi-bin/azcl9.cgi/2efjztve6gffo35nldxrqqr5ndba47fdboev6uclii/covid.zip,2020-10-06T19:39:36+00:00,URL
cdn-32.anonfiles.com/n1a51axao1/3e303c40-1602007452/covid.zip,2020-10-06T19:36:12+00:00,URL
cdn-33.anonfiles.com/5aedlda3p0/74b0cfbe-1602013075/covid-19.zip,2020-10-06T19:32:46+00:00,URL
cdn-33.anonfiles.com/5aedlda3p0/6c0ef68b-1602011958/covid-19.zip,2020-10-06T19:12:36+00:00,URL
cdn-123.anonfiles.com/5aedlda3p0/1a99a240-1602011679/covid-19.zip,2020-10-06T19:06:37+00:00,URL
cdn-34.anonfiles.com/5aedlda3p0/7784a894-1601916858/covid-19.zip,2020-10-06T18:56:37+00:00,URL
cdn.discordapp.com/attachments/337269465798410241/763104960032014346/covid.exe,2020-10-06T18:29:38+00:00,URL
cdn.discordapp.com/attachments/763088724505919509/763088792902565929/covid.rar,2020-10-06T18:25:38+00:00,URL
covid-yardimbasvurusu.com,2020-10-06T18:18:51+00:00,URL
whitecapgh.com/.covidapprove/20200921_2219.pdf.html,2020-10-06T18:18:46+00:00,URL
locatecoronavirus.com,2020-10-06T18:18:05+00:00,URL
normalityforcovid-19.com/*,2020-10-06T18:17:45+00:00,URL
cdn-108.anonfiles.com/n1a51axao1/5587cb2b-1602008297/covid.zip,2020-10-06T18:12:46+00:00,URL
cdn-144.anonfiles.com/bbv47acdp8/57df0abc-1602005960/covid.zip,2020-10-06T17:31:44+00:00,URL
cdn-106.anonfiles.com/baj675c2p6/c81692cb-1602004893/covid.zip,2020-10-06T17:13:49+00:00,URL
cdn-122.anonfiles.com/b1e0nfwbo2/817c4e19-1601718351/covid.zip,2020-10-06T17:12:44+00:00,URL
cdn.discordapp.com/attachments/743093432011980850/763085413111431208/covid_19.zip,2020-10-06T17:10:38+00:00,URL
cdn.discordapp.com/attachments/763082749342777404/763083311126937610/covid.exe,2020-10-06T17:02:06+00:00,URL
cdn-123.anonfiles.com/5aedlda3p0/1e481670-1602001806/covid-19.zip,2020-10-06T16:22:38+00:00,URL
