id,first_seen,file_type
domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.www.samcovideocom.nckiconsulting.gdn,2020-07-31T18:15:57+00:00,URL
domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.samcovideocom.nckiconsulting.gdn,2020-07-31T18:15:56+00:00,URL
domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.www.samcovideocom.nckiconsulting.gdn,2020-07-31T18:15:56+00:00,URL
domain.samcovideocom.nckiconsulting.gdn,2020-07-31T18:15:56+00:00,URL
domain.domain.domain.samcovideocom.nckiconsulting.gdn,2020-07-31T18:15:56+00:00,URL
domain.domain.domain.domain.domain.samcovideocom.nckiconsulting.gdn,2020-07-31T18:15:56+00:00,URL
domain.domain.domain.domain.domain.domain.domain.domain.domain.www.samcovideocom.nckiconsulting.gdn,2020-07-31T18:15:56+00:00,URL
domain.domain.domain.domain.domain.domain.domain.domain.samcovideocom.nckiconsulting.gdn,2020-07-31T18:15:55+00:00,URL
domain.domain.domain.domain.domain.domain.www.samcovideocom.nckiconsulting.gdn,2020-07-31T18:15:55+00:00,URL
domain.domain.domain.covidainsurancecom.shaxiaarea.top,2020-07-31T18:15:55+00:00,URL
domain.domain.domain.domain.domain.domain.domain.www.samcovideocom.nckiconsulting.gdn,2020-07-31T18:15:55+00:00,URL
domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.www.covidainsurancecom.shaxiaarea.top,2020-07-31T18:15:55+00:00,URL
domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.www.covidainsurancecom.shaxiaarea.top,2020-07-31T18:15:55+00:00,URL
domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.www.covidainsurancecom.shaxiaarea.top,2020-07-31T18:15:55+00:00,URL
domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.www.covidainsurancecom.shaxiaarea.top,2020-07-31T18:15:55+00:00,URL
domain.covidainsurancecom.shaxiaarea.top,2020-07-31T18:15:55+00:00,URL
domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.domain.www.covidainsurancecom.shaxiaarea.top,2020-07-31T18:15:55+00:00,URL
short.doeshappymediumhavethecoronavirus.com,2020-07-31T18:15:11+00:00,URL
