id,first_seen,file_type
cdn-33.anonfiles.com/b1e0nfwbo2/b6b23410-1600602869/covid.zip,2020-09-20T11:46:46+00:00,URL
cdn-119.anonfiles.com/b1e0nfwbo2/0bd851a1-1600602818/covid.zip,2020-09-20T11:44:46+00:00,URL
cdn-103.anonfiles.com/b1e0nfwbo2/5a77d7fe-1600602772/covid.zip,2020-09-20T11:43:49+00:00,URL
cdn.discordapp.com/attachments/757198519303012432/757198750870536278/covid.exe,2020-09-20T11:18:37+00:00,URL
cdn-140.anonfiles.com/b1e0nfwbo2/0635f5ac-1600600221/covid.zip,2020-09-20T11:03:37+00:00,URL
cdn-117.anonfiles.com/b1e0nfwbo2/c6e36991-1600506743/covid.zip,2020-09-20T11:02:14+00:00,URL
cdn-107.anonfiles.com/b1e0nfwbo2/3e67174a-1600599763/covid.zip,2020-09-20T10:57:51+00:00,URL
cdn-122.anonfiles.com/b1e0nfwbo2/d3803055-1600598412/covid.zip,2020-09-20T10:50:49+00:00,URL
cdn-144.anonfiles.com/b1e0nfwbo2/d7a96e90-1600546331/covid.zip,2020-09-20T10:47:49+00:00,URL
cdn-111.anonfiles.com/b1e0nfwbo2/61d1d853-1600562915/covid.zip,2020-09-20T10:40:43+00:00,URL
cdn-114.anonfiles.com/b1e0nfwbo2/cd4347ad-1600598779/covid.zip,2020-09-20T10:40:37+00:00,URL
cdn-32.anonfiles.com/b1e0nfwbo2/a20b6e4e-1600598697/covid.zip,2020-09-20T10:35:49+00:00,URL
cdn-119.anonfiles.com/b1e0nfwbo2/4e469ddd-1600598245/covid.zip,2020-09-20T10:31:37+00:00,URL
springfieldillinoislaw.com/wp-admin/covidapprove/attachment%20name%2020200409_2049.pdf.html,2020-09-20T10:28:04+00:00,URL
cdn-31.anonfiles.com/b1e0nfwbo2/4603863f-1600549821/covid.zip,2020-09-20T10:23:37+00:00,URL
cdn-31.anonfiles.com/b1e0nfwbo2/c4d84406-1600597774/covid.zip,2020-09-20T10:21:49+00:00,URL
cdn-101.anonfiles.com/b1e0nfwbo2/a7c3469f-1600597006/covid.zip,2020-09-20T10:20:50+00:00,URL
cdn-113.anonfiles.com/b1e0nfwbo2/1f0d517b-1600596829/covid.zip,2020-09-20T10:06:38+00:00,URL
cdn-114.anonfiles.com/b1e0nfwbo2/535a8536-1600595939/covid.zip,2020-09-20T09:51:36+00:00,URL
cdn-102.anonfiles.com/b1e0nfwbo2/0c925171-1600594474/covid.zip,2020-09-20T09:37:25+00:00,URL
cdn-35.anonfiles.com/b1e0nfwbo2/e32c678c-1600525030/covid.zip,2020-09-20T09:23:37+00:00,URL
cdn.discordapp.com/attachments/731033216953090091/756829415979089971/covid.zip,2020-09-20T09:07:55+00:00,URL
cdn.discordapp.com/attachments/756479353428377643/756831520270057542/covid69_3.exe,2020-09-20T08:52:51+00:00,URL
cdn.discordapp.com/attachments/637972701570662400/756964047710191698/covid.exe,2020-09-20T08:51:45+00:00,URL
cdn-140.anonfiles.com/b1e0nfwbo2/57b0302a-1600591941/covid.zip,2020-09-20T08:45:42+00:00,URL
cdn-115.anonfiles.com/b1e0nfwbo2/42baba32-1600538267/covid.zip,2020-09-20T08:43:17+00:00,URL
cdn-34.anonfiles.com/b1e0nfwbo2/c3a5bfcd-1600590891/covid.zip,2020-09-20T08:34:47+00:00,URL
cpcalendars.secur-accountportal-logintomyacc-covid-19.ooguy.com,2020-09-20T08:16:55+00:00,URL
cpcontacts.secur-accountportal-logintomyacc-covid-19.ooguy.com,2020-09-20T08:16:55+00:00,URL
cdn-32.anonfiles.com/b1e0nfwbo2/6fa34d0b-1600589020/covid.zip,2020-09-20T08:00:42+00:00,URL
cdn-34.anonfiles.com/b1e0nfwbo2/90acc909-1600563622/covid.zip,2020-09-20T07:59:48+00:00,URL
