id,first_seen,file_type,package_name,appname
95e186946a087987f7f633c64dd1e705dc399f3c082b83297559f9ee7b4cdc7f,2020-12-09T11:53:14+00:00,APK,com.covidtz.suffix,COVIDTZ
dde9508702b1765f9b0a1fb48bff06d42171e51c645efd285fda0daaffb56aa5,2020-12-09T11:46:59+00:00,APK,com.covidtz.suffix,COVIDTZ
5c9ed0504bf458430b3a5d4382ad90d3ce519585f0532e34ae9cc7ad3a29fcf6,2020-12-09T11:42:29+00:00,APK,com.covidtz.suffix,COVIDTZ
06b197e13963a92d8ac95c5b6b33540d8f9e56ccd0ad66113f905b2b12f622b4,2020-12-09T11:42:01+00:00,APK,com.covidtz.suffix,COVIDTZ
405102440ecad752e8b5c54f479a27446ade93e314e92776c7ead4c9c4208425,2020-12-09T11:38:37+00:00,APK,com.covidtz.suffix,COVIDTZ
5b974ea13d4f34aa4594265e8fa86d41d3bd54000293e5071ce67b05e4b83053,2020-12-09T11:34:45+00:00,APK,com.covidtz.suffix,COVIDTZ
f4c196bc06ee8ec040aae3487494ba8af669084f9592dd97896973b056d4d15c,2020-12-09T11:32:12+00:00,APK,com.covidtz.suffix,COVIDTZ
b095b5b040175622c063579ae4bfdc290e75e7063564dfecbb9fbf26fbeac4a0,2020-12-09T11:28:35+00:00,APK,com.covidtz.suffix,COVIDTZ
b00503a4cd913204c906404515dab1b4e4c43f878b8d7506a64b3fa41d8ddc2d,2020-12-09T11:26:42+00:00,APK,com.covidtz.suffix,COVIDTZ
85fd1a7f51230ba9d1d8d50cab063639e916574ae5d3d17aa3d7b4b166eb7cda,2020-12-09T11:26:16+00:00,APK,com.covidtz.suffix,COVIDTZ
