id,first_seen,file_type,package_name,appname
acb20af350e9be07a499f550f66572ba29e29981f2adc2b5ee25443ca8831414,2021-01-24T14:55:10+00:00,APK,gohcthplmgmyrcnhcgsxtysyue.rqjgllnxahaafqsyplz.lcoguawmyxbdzriqeiczstw,V-Alert COVID-19
e14cc5429fa54082017d0a8debe76acca10a6d4b8a33d8c9b4520773ac9d00b6,2021-01-24T14:53:49+00:00,APK,gohcthplmgmyrcnhcgsxtysyue.rqjgllnxahaafqsyplz.lcoguawmyxbdzriqeiczstw,V-Alert COVID-19
b1452a1132b86a5c9d51386df6e2b5de39883881e696b7956b1dbca6877cf672,2021-01-24T14:50:53+00:00,APK,gohcthplmgmyrcnhcgsxtysyue.rqjgllnxahaafqsyplz.lcoguawmyxbdzriqeiczstw,V-Alert COVID-19
5275d484d5a9ac51de3a8541f2b62cddd63f3cf996e112addcdcace4a7b635d4,2021-01-24T14:47:38+00:00,APK,gohcthplmgmyrcnhcgsxtysyue.rqjgllnxahaafqsyplz.lcoguawmyxbdzriqeiczstw,V-Alert COVID-19
e405f3b913b8e9c0f730d32341bbffe11b2db6ebb2f64b36338ce958f0f77bc1,2021-01-24T14:44:36+00:00,APK,gohcthplmgmyrcnhcgsxtysyue.rqjgllnxahaafqsyplz.lcoguawmyxbdzriqeiczstw,V-Alert COVID-19
62e2097ec2f9aed1cbdc5fb4ec9868ada9b7a8aca7f26270d328ff59901ad48b,2021-01-24T14:44:11+00:00,APK,gohcthplmgmyrcnhcgsxtysyue.rqjgllnxahaafqsyplz.lcoguawmyxbdzriqeiczstw,V-Alert COVID-19
b5d5dab214e41e54317aba5be91d2abf106c9a48a6b8d164408728f87b8d7585,2021-01-24T14:42:48+00:00,APK,gohcthplmgmyrcnhcgsxtysyue.rqjgllnxahaafqsyplz.lcoguawmyxbdzriqeiczstw,V-Alert COVID-19
26b40aeb21fa4f8311826d1a7903b786d0536e002f60855b04403083f0bad928,2021-01-24T14:42:29+00:00,APK,gohcthplmgmyrcnhcgsxtysyue.rqjgllnxahaafqsyplz.lcoguawmyxbdzriqeiczstw,V-Alert COVID-19
fc11b162bd2f297e766d6c1cfaee8b4965b2c41303ce51b5a22230083601e6d6,2021-01-24T14:33:31+00:00,APK,gohcthplmgmyrcnhcgsxtysyue.rqjgllnxahaafqsyplz.lcoguawmyxbdzriqeiczstw,V-Alert COVID-19
201d9a5727fdf076819d9f27d2a2865b367c5272ccc3b244fb8532bc338a169f,2021-01-24T14:32:39+00:00,APK,gohcthplmgmyrcnhcgsxtysyue.rqjgllnxahaafqsyplz.lcoguawmyxbdzriqeiczstw,V-Alert COVID-19
3f86a72a5bf6a43afd4633e97e0e529bb119677f56d25b0bdb23844b8c7db3ad,2021-01-24T14:29:48+00:00,APK,gohcthplmgmyrcnhcgsxtysyue.rqjgllnxahaafqsyplz.lcoguawmyxbdzriqeiczstw,V-Alert COVID-19
