id,first_seen,file_type,package_name,appname
45066561f5393e70b2141f752d578bc46db4dbf644b420886168f2dd2d16101b,2020-12-11T06:21:38+00:00,APK,DZ.Eagle.Master,Covid
9d1fe8039b38db8007b446a14317fb27766e6a5ab0cbc13a4a3fca8788e37367,2020-12-11T05:01:37+00:00,APK,park.mimic.hotel,TousAntiCovid
aef2cf260c14f779f523fcc317ed5096c22dc237e96a9c6cc215c333385f2528,2020-12-11T04:49:27+00:00,APK,com.ytnfrar.rtom,Corona Haritası
6d6912511a558989749e8d25d6561551db68d213545bda023ef8bfb777e880d4,2020-12-11T04:39:47+00:00,APK,pfa3c7f2b.p7885830f.pf03bde11,Covid
bc9ea86cba72d0bd164cd282e4ba301ab76fbeb923556641f17158c01ef23b7c,2020-12-11T04:38:33+00:00,APK,com.ytnfrar.rtom,Corona Haritası
6c7afebe976f8e123893964fc928be1f4507da4cc59d5bcfc755771aee8c0770,2020-12-11T04:36:00+00:00,APK,com.ytnfrar.rtom,Corona Haritası
cf6915ed6276f055338f00297d3e67896f3cf0c9df07446a30f86e32325a61dd,2020-12-11T04:34:40+00:00,APK,com.ytnfrar.rtom,Corona Haritası
eb139a93f5510630c12f09142c0d46cbcee3fcee7576fcc7b9b6e67a15aa5354,2020-12-11T04:28:38+00:00,APK,com.ytnfrar.rtom,Corona Haritası
f8a3a3cb0da3bfd43506b60d8864d1dd89ce4addbe06a1deac27c19e00ce0be3,2020-12-11T04:27:36+00:00,APK,com.ytnfrar.rtom,Corona Haritası
a2d1295805eefd691f14fdc8636fa55fdde11f6a2ddbe0ed378ceb0c329a5cd0,2020-12-11T04:26:10+00:00,APK,com.ytnfrar.rtom,Corona Haritası
98a9ad944ce6e0ce41a9522b85b7faaf9be5530bd265e58afabff64629f7e706,2020-12-11T04:19:33+00:00,APK,com.ytnfrar.rtom,Corona Haritası
fd4fe2b87d4cdce27f8f0c5bcb6fbfe42636f50e3efc59d595af4ae86866c11b,2020-12-11T04:14:13+00:00,APK,com.ytnfrar.rtom,Corona Haritası
054fa364d2104dbc381573c39360f8624a84bfa0bc64c23e67b4e114786f87b4,2020-12-11T04:04:33+00:00,APK,com.ytnfrar.rtom,Corona Haritası
794c427ff401efa445eb381e703c62e545f166880dc9abfa0afa64945422b30f,2020-12-11T04:03:35+00:00,APK,com.ytnfrar.rtom,Corona Haritası
62a187c1816d677878b9ce69cd6aaff1288ccf62ca4b3458105482b8f8994f29,2020-12-11T04:03:25+00:00,APK,com.ytnfrar.rtom,Corona Haritası
14917ab3e9613bb392c5860e47823fce008845fac6a6294eba4ee7202f81b273,2020-12-11T04:03:01+00:00,APK,com.ytnfrar.rtom,Corona Haritası
51695fbe91fb5db7a56381874c6568065233cb381789db0ee9be88d30a6f78b9,2020-12-11T03:57:22+00:00,APK,com.ytnfrar.rtom,Corona Haritası
683b5e48cf75eefa78788b55a0eb519cb7c9b2b2a7ffeee3a07483cafa5d3d2c,2020-12-11T03:54:28+00:00,APK,com.ytnfrar.rtom,Corona Haritası
ef78e74d8f63858ef13c4ac458e5c6c167c890b37dd1c14d1fbdcb4aaef4dc88,2020-12-11T03:53:52+00:00,APK,com.ytnfrar.rtom,Corona Haritası
3f3dc364039a4e21a744983d9de4a5c8a74b58a267a9414b48e07670b464470c,2020-12-11T03:53:27+00:00,APK,p4d236d9a.p81586efc.p26c236dc,Corona Haritası
