id,first_seen,file_type,package_name,appname
9c48cb03fc7aba2245e7dccf1aa9e8e49e13adb0945b2a008da2e23d20cd6164,2020-12-07T19:31:40+00:00,APK,com.coronavirus.info,Coronavirus 2019-nCoV
c8548d8f4077d0e3f411a53161956ab7d65989101b1c3c7e6d54f2c4d93b29e7,2020-12-07T17:15:54+00:00,APK,gohcthplmgmyrcnhcgsxtysyue.rqjgllnxahaafqsyplz.lcoguawmyxbdzriqeiczstw,V-Alert COVID-19
77fd8e94ea994d7725ab47b0bff6f38ccfd3bae8685227079b00c997040ff7fb,2020-12-07T17:15:49+00:00,APK,gohcthplmgmyrcnhcgsxtysyue.rqjgllnxahaafqsyplz.lcoguawmyxbdzriqeiczstw,V-Alert COVID-19
0a3f5c736cc11d09a487f93694e74f5050a5e42115d51af2c5273acd4646d79c,2020-12-07T17:04:10+00:00,APK,gohcthplmgmyrcnhcgsxtysyue.rqjgllnxahaafqsyplz.lcoguawmyxbdzriqeiczstw,V-Alert COVID-19
0892d68361204598cf7b82f6f6512ea8ea081be166e8ef2019ba41b1c54a2554,2020-12-07T17:02:40+00:00,APK,gohcthplmgmyrcnhcgsxtysyue.rqjgllnxahaafqsyplz.lcoguawmyxbdzriqeiczstw,V-Alert COVID-19
ca753c97ece40ee6449b2e528868b8b03db7eababd3fa886dc1174cdb9fcc717,2020-12-07T16:55:48+00:00,APK,p82ec9cb6.pa580bcdc.p9241d11a,V-Alert COVID-19
bb1971d2ef97f407d623eba3409565419a8e879f24497d283f44b1e67beb5421,2020-12-07T16:53:52+00:00,APK,gohcthplmgmyrcnhcgsxtysyue.rqjgllnxahaafqsyplz.lcoguawmyxbdzriqeiczstw,V-Alert COVID-19
dcb89fe6c93edc28e313e8afa748c64b47fe399237c1075bbc431930fe615a67,2020-12-07T16:53:20+00:00,APK,gohcthplmgmyrcnhcgsxtysyue.rqjgllnxahaafqsyplz.lcoguawmyxbdzriqeiczstw,V-Alert COVID-19
19f8c1258d08f8f602ac9db1401307dae078eda0323f760bb11458b03d193da7,2020-12-07T16:49:16+00:00,APK,gohcthplmgmyrcnhcgsxtysyue.rqjgllnxahaafqsyplz.lcoguawmyxbdzriqeiczstw,V-Alert COVID-19
0aba139dd6fcf84b49e9f1ef414001f19bf1f159cdf63a02b815b0e107fff26f,2020-12-07T16:44:29+00:00,APK,gohcthplmgmyrcnhcgsxtysyue.rqjgllnxahaafqsyplz.lcoguawmyxbdzriqeiczstw,V-Alert COVID-19
8ad94732471949c428c72675302d5d693fd14f9a1b26710b6da6c769bf2591a1,2020-12-07T16:43:12+00:00,APK,gohcthplmgmyrcnhcgsxtysyue.rqjgllnxahaafqsyplz.lcoguawmyxbdzriqeiczstw,V-Alert COVID-19
0a3ceeca2f0d1cc3c428f8751db15d1bb4de06a6c501edb766adc34677f81f17,2020-12-07T16:40:32+00:00,APK,gohcthplmgmyrcnhcgsxtysyue.rqjgllnxahaafqsyplz.lcoguawmyxbdzriqeiczstw,V-Alert COVID-19
61d62a50d0d7ca346f3a18e3f93a0e3549c1df47ca54cd76280c24a8fc55954a,2020-12-07T16:34:03+00:00,APK,gohcthplmgmyrcnhcgsxtysyue.rqjgllnxahaafqsyplz.lcoguawmyxbdzriqeiczstw,V-Alert COVID-19
2406ac04ba0bfc6e8e3ba4c5c31728ae93db34c1a65780fd9542cbbc697f157e,2020-12-07T16:33:43+00:00,APK,gohcthplmgmyrcnhcgsxtysyue.rqjgllnxahaafqsyplz.lcoguawmyxbdzriqeiczstw,V-Alert COVID-19
223cdf31dccd6c1fbe1aca385ea1054e04ab4b4d2038d91f923fde12bd326929,2020-12-07T16:29:36+00:00,APK,gohcthplmgmyrcnhcgsxtysyue.rqjgllnxahaafqsyplz.lcoguawmyxbdzriqeiczstw,V-Alert COVID-19
ad2a95a5a378acffb85e2bcf4d36f55211bba0b797870efb7b7e83019e3649c1,2020-12-07T16:24:25+00:00,APK,gohcthplmgmyrcnhcgsxtysyue.rqjgllnxahaafqsyplz.lcoguawmyxbdzriqeiczstw,V-Alert COVID-19
89f065950bb7ed8c0d395824e876186eb0abed0a57585a79d7b9b5c28a0a5c40,2020-12-07T16:23:37+00:00,APK,gohcthplmgmyrcnhcgsxtysyue.rqjgllnxahaafqsyplz.lcoguawmyxbdzriqeiczstw,V-Alert COVID-19
57b66aca3eece50d3030881daad7f84d3ffb2d4968c8722adf0961300d9dd649,2020-12-07T16:23:36+00:00,APK,gohcthplmgmyrcnhcgsxtysyue.rqjgllnxahaafqsyplz.lcoguawmyxbdzriqeiczstw,V-Alert COVID-19
