id,first_seen,file_type,package_name,appname
f7a5b1749736706a2e147f4cdb80961aba842bb115cf0e72f94c32b9ae8978ba,2020-12-13T21:18:49+00:00,APK,com.rsksbgdkgcae.fvogspmykjv,COVID-19 Mobile
65e3df302d6341597fa4d3764db4e6eeccedf2ebcb081cf7d5262d445ff209d5,2020-12-13T21:16:39+00:00,APK,com.rsksbgdkgcae.fvogspmykjv,COVID-19 Mobile
cb6baf09374d52e5b199e9c5fb61e2a16228973c8a965b25e82d8c76456e1a2a,2020-12-13T21:12:53+00:00,APK,com.rsksbgdkgcae.fvogspmykjv,COVID-19 Mobile
5e7223595fe0938b69f944eb8a57a038fc7bebe467ee245014ccb4e85eb8eb65,2020-12-13T21:12:43+00:00,APK,com.rsksbgdkgcae.fvogspmykjv,COVID-19 Mobile
057c5edce9f6b7874412733c692489abf55458eab65b572ecc4a3966be494fde,2020-12-13T21:10:22+00:00,APK,com.rsksbgdkgcae.fvogspmykjv,COVID-19 Mobile
51315c8cb495622fa3188e2b23737e04a72bf49dabda4bd9cb1a1cf03fb13d48,2020-12-13T21:07:15+00:00,APK,com.rsksbgdkgcae.fvogspmykjv,COVID-19 Mobile
fc3693e7defbf59be5f9ba0df9c1240ed61e2da6b3d6994f16b5646e2210170a,2020-12-13T21:05:56+00:00,APK,com.rsksbgdkgcae.fvogspmykjv,COVID-19 Mobile
5482161cf4d6a7c57f7604b3666dcb652ff0becdfd0f4bdb6e89554d247d2c4f,2020-12-13T21:05:26+00:00,APK,com.rsksbgdkgcae.fvogspmykjv,COVID-19 Mobile
608e2e83452525eee3d842a28770020327c47b864f7ddb891bc7f159cc7c6fb0,2020-12-13T21:05:04+00:00,APK,com.rsksbgdkgcae.fvogspmykjv,COVID-19 Mobile
b2b12110fd353a40e9a18b2975828415f7227e34ff7a4cb95fdf5dec146f5d5a,2020-12-13T21:03:57+00:00,APK,com.rsksbgdkgcae.fvogspmykjv,COVID-19 Mobile
28043ae2674098394b07bcafc9172f9188292a151907a9f5d8246cceec7eadd6,2020-12-13T21:03:03+00:00,APK,com.rsksbgdkgcae.fvogspmykjv,COVID-19 Mobile
0a8a89d66740e6a7155aaa899170b0f9cb35ad2ae378f92f2ca2559fd1c925e6,2020-12-13T20:58:12+00:00,APK,com.rsksbgdkgcae.fvogspmykjv,COVID-19 Mobile
f7d25eb2230ef5ed5813bb92970c8bd948e969d9b7d8d85e0e41de9b030640db,2020-12-13T20:55:55+00:00,APK,com.rsksbgdkgcae.fvogspmykjv,COVID-19 Mobile
f73d44b87c1462f13e0331b575c01a4d22b46df2642ef402872f4b7317b411e1,2020-12-13T20:52:15+00:00,APK,p4d236d9a.pe0cf2de7.pdb20f8c0,COVID-19 Mobile
2a3cf3d607adc8df1f6cb3bd4965b03f1a9a0477f9879c6dd13922c4ce3afac6,2020-12-13T20:51:35+00:00,APK,com.rsksbgdkgcae.fvogspmykjv,COVID-19 Mobile
1ee0746f1bd905ca547c9a8a2a4b9eeaaace8acd37836e5e4e0154c0232198d7,2020-12-13T20:49:14+00:00,APK,com.rsksbgdkgcae.fvogspmykjv,COVID-19 Mobile
